ID,Trace of Learning,Learning Time
856.0,"[5, 18, 12, 7, 13, 19, 3, 24, 17, 9, 6]","[94, 52, 77, 25, 44, 39, 19, 7, 100, 65, 83]"
857.0,"[5, 18, 12, 13, 7, 19, 24, 3, 6, 17, 9, 2, 4, 21, 20, 1, 14, 8, 23, 16]","[95, 51, 74, 45, 25, 38, 9, 22, 81, 98, 65, 43, 77, 45, 12, 81, 58, 14, 65, 88]"
858.0,"[5, 12, 13, 24, 19, 18, 7, 3, 17, 9]","[94, 75, 45, 5, 36, 49, 27, 22, 99, 63]"
859.0,"[12, 5, 13, 19, 18, 7, 24, 3, 6, 17]","[76, 92, 44, 39, 50, 27, 8, 21, 83, 100]"
860.0,"[5, 12, 18, 7, 13, 19, 24, 6, 3, 17, 9, 2, 4, 20, 21, 1]","[93, 77, 51, 25, 42, 38, 5, 84, 18, 98, 63, 43, 76, 14, 43, 81]"
861.0,"[12, 5, 13, 24, 18, 7, 6, 19, 3, 17, 9, 2, 4, 20]","[74, 93, 42, 7, 52, 27, 82, 40, 22, 99, 63, 46, 74, 12]"
862.0,"[12, 13, 5, 18, 19, 7, 24, 6, 3, 17, 9, 2, 4, 20]","[77, 41, 92, 51, 36, 24, 7, 83, 21, 98, 62, 45, 77, 11]"
863.0,"[12, 13, 24, 5, 18, 19, 6, 7, 3, 17, 9, 2, 4, 20, 1, 14, 21, 8, 23]","[75, 44, 9, 96, 53, 38, 81, 24, 18, 99, 64, 46, 77, 13, 82, 59, 45, 13, 68]"
864.0,"[12, 13, 5, 18, 7, 24, 6, 19, 3, 17, 9, 2, 4, 21, 20, 1, 14, 8, 23, 16]","[76, 42, 92, 52, 27, 6, 83, 37, 21, 98, 61, 43, 74, 43, 14, 82, 59, 14, 66, 87]"
865.0,"[12, 5, 18, 13, 7, 24, 6, 19, 3, 17, 9, 2, 4, 21, 8, 20, 1]","[74, 95, 52, 45, 27, 8, 83, 38, 18, 97, 63, 43, 76, 45, 14, 10, 79]"
866.0,"[12, 5, 13, 24, 18, 19, 6, 7, 3, 17, 9, 2, 4, 21, 8, 20]","[76, 94, 42, 7, 52, 38, 81, 26, 22, 96, 62, 44, 76, 42, 15, 14]"
867.0,"[12, 13, 24, 5, 18, 19, 7, 3, 6, 17, 9, 2, 4, 20, 1]","[76, 45, 7, 96, 53, 39, 23, 20, 82, 96, 63, 47, 74, 12, 81]"
868.0,"[5, 18, 12, 13, 7, 24, 6, 19]","[94, 49, 74, 43, 26, 9, 80, 39]"
869.0,"[5, 18, 12, 7, 13, 24, 19]","[93, 50, 74, 27, 43, 8, 40]"
870.0,"[12, 5, 18, 13, 19, 7]","[74, 94, 49, 42, 38, 27]"
871.0,"[12, 13, 24, 5, 19, 18, 6, 7, 3, 17, 9, 2, 4, 21, 20]","[77, 43, 9, 96, 39, 51, 80, 26, 18, 96, 62, 44, 76, 45, 13]"
872.0,"[5, 12, 18, 7, 13]","[95, 77, 50, 26, 41]"
873.0,"[12, 5, 18, 7, 13, 19, 24]","[75, 93, 51, 26, 43, 38, 9]"
874.0,"[5, 12, 13, 24, 19, 18, 7]","[94, 78, 41, 6, 37, 53, 25]"
875.0,"[5, 12, 18, 13, 19, 7, 3, 24, 6, 17, 9, 2]","[94, 76, 53, 45, 38, 24, 22, 9, 80, 100, 65, 47]"
876.0,"[5, 18, 7, 12, 13, 24, 19, 6, 3, 17, 9, 2]","[92, 50, 27, 78, 41, 9, 36, 82, 21, 100, 65, 44]"
877.0,"[12, 13, 24, 5, 18, 6, 19, 7, 3, 17, 9, 2]","[75, 42, 8, 94, 53, 80, 40, 25, 18, 99, 64, 45]"
878.0,"[5, 12, 18, 7, 13, 24, 19, 3, 17, 6, 9, 2, 4, 20, 21, 8, 1, 23, 14, 11]","[92, 74, 52, 23, 45, 7, 37, 20, 98, 83, 62, 47, 77, 10, 43, 12, 81, 67, 57, 34]"
879.0,"[5, 12, 13, 19, 18, 24, 7, 6, 3, 17, 9, 2]","[96, 78, 41, 36, 52, 5, 24, 81, 20, 100, 63, 43]"
880.0,"[12, 5, 18, 7, 13, 19, 3, 24, 17, 9, 6, 2, 4, 20, 21]","[75, 94, 52, 27, 42, 37, 19, 7, 97, 61, 82, 47, 75, 14, 42]"
881.0,"[5, 18, 7, 12, 13, 19, 24, 6, 3, 17, 9, 2, 4, 21, 8, 20, 1, 14, 23]","[92, 49, 27, 78, 42, 36, 8, 80, 20, 99, 61, 44, 74, 44, 16, 13, 78, 58, 66]"
882.0,"[12, 5, 13, 19, 24, 18, 7, 3, 6, 17, 9]","[75, 95, 43, 39, 9, 52, 27, 21, 80, 97, 63]"
883.0,"[12, 5, 13, 24, 18, 19, 7, 6, 3]","[77, 96, 45, 9, 50, 38, 25, 84, 20]"
884.0,"[5, 18, 12, 13, 19, 7, 24, 3, 6, 17, 9, 2, 4, 20, 1, 14, 21]","[95, 50, 75, 44, 40, 26, 5, 19, 82, 97, 61, 47, 75, 13, 79, 56, 46]"
885.0,"[12, 13, 5, 18, 7, 24, 6, 19]","[76, 41, 94, 53, 26, 5, 83, 40]"
886.0,"[5, 18, 7, 12, 13, 24, 19, 6, 3, 17, 9, 2, 4]","[95, 52, 23, 76, 45, 9, 40, 80, 20, 96, 64, 46, 74]"
887.0,"[12, 5, 18, 13, 24, 6, 19]","[76, 92, 52, 45, 5, 81, 36]"
888.0,"[5, 18, 12, 7, 13, 19, 24, 6, 3, 17, 9, 2, 4, 21, 20, 1, 14, 8, 16]","[96, 53, 74, 26, 43, 38, 6, 81, 22, 96, 65, 47, 75, 45, 12, 78, 60, 13, 87]"
889.0,"[5, 18, 7, 12, 13, 24, 19, 3, 17, 9, 6]","[94, 53, 27, 78, 42, 6, 38, 18, 100, 65, 84]"
890.0,"[12, 13, 24, 5, 18, 19, 6, 7, 3, 17, 9, 2, 4, 20, 1, 14, 21, 8, 23]","[78, 44, 6, 92, 51, 38, 81, 25, 20, 99, 63, 44, 76, 11, 81, 58, 45, 12, 68]"
891.0,"[5, 18, 12, 13, 7, 24, 6, 19, 3, 17]","[94, 51, 74, 42, 24, 7, 84, 38, 19, 97]"
892.0,"[5, 18, 7, 12, 13, 19, 24, 3]","[96, 50, 26, 76, 45, 37, 8, 21]"
893.0,"[5, 18, 7, 12, 13, 24, 19, 3, 17]","[95, 50, 24, 74, 43, 7, 40, 22, 98]"
894.0,"[5, 18, 12, 7, 13, 24, 19, 6, 3, 17, 9, 2, 4, 21]","[92, 51, 74, 24, 42, 9, 36, 82, 18, 96, 62, 45, 78, 43]"
895.0,"[5, 18, 12, 13, 7, 19, 24, 3, 6, 17, 9, 2, 4, 21, 20, 1, 14, 8, 16, 23]","[94, 50, 75, 43, 27, 39, 5, 20, 80, 98, 64, 45, 77, 43, 14, 78, 58, 12, 88, 69]"
896.0,"[12, 5, 13, 19, 18, 7, 3, 24, 6, 17, 9, 2, 4, 21]","[78, 96, 41, 36, 51, 26, 19, 9, 81, 97, 61, 44, 76, 42]"
897.0,"[5, 12, 18, 13, 19, 7, 24]","[94, 74, 52, 44, 38, 24, 6]"
898.0,"[12, 13, 5, 18, 7, 19, 24, 3, 17, 6, 9, 2, 4, 20]","[75, 43, 93, 50, 27, 36, 8, 22, 98, 81, 64, 46, 74, 14]"
899.0,"[5, 12, 18, 7, 13, 19, 3, 24, 17, 9]","[94, 78, 53, 23, 44, 40, 21, 7, 98, 63]"
900.0,"[12, 5, 13, 18, 7, 19, 3, 17, 24, 6]","[76, 94, 42, 50, 24, 37, 22, 96, 8, 81]"
901.0,"[12, 13, 5, 19, 24, 18, 7, 6]","[76, 41, 95, 39, 9, 51, 23, 82]"
902.0,"[12, 13, 5, 19, 18, 7, 3, 17, 24]","[74, 42, 95, 36, 51, 24, 20, 97, 6]"
903.0,"[12, 5, 13, 18, 19, 24, 6, 7, 3, 17, 9, 2, 4, 20, 21, 8, 1, 16, 14]","[77, 95, 44, 49, 40, 5, 84, 25, 21, 96, 65, 45, 78, 13, 43, 15, 80, 84, 60]"
904.0,"[12, 13, 5, 19, 18, 24, 6, 7, 3, 17, 9, 2, 4, 20]","[78, 43, 95, 40, 53, 9, 81, 27, 20, 98, 62, 45, 74, 14]"
905.0,"[12, 13, 24, 5, 19, 18, 7, 6, 3, 17, 9, 2, 4, 21, 8, 20, 1, 16, 23]","[75, 44, 8, 92, 40, 53, 23, 82, 22, 100, 61, 43, 74, 44, 15, 11, 78, 85, 65]"
906.0,"[12, 13, 5, 24, 19, 18, 7, 6, 3, 17, 9]","[76, 41, 93, 5, 39, 52, 27, 84, 21, 96, 65]"
907.0,"[5, 18, 12, 13, 19, 7, 3, 17, 24, 9, 6, 2, 4, 21, 20, 8, 1, 23, 14]","[94, 50, 78, 41, 38, 26, 20, 100, 8, 65, 83, 44, 76, 42, 12, 13, 80, 66, 60]"
908.0,"[12, 13, 24, 5, 19, 18, 7, 3, 17, 6, 9, 2, 4, 20, 1]","[76, 44, 7, 95, 39, 51, 23, 21, 97, 81, 64, 46, 74, 13, 78]"
909.0,"[5, 12, 18, 7, 13, 19, 24]","[94, 74, 50, 27, 41, 37, 8]"
910.0,"[5, 12, 13, 24, 19, 18, 6]","[95, 78, 44, 6, 40, 53, 83]"
911.0,"[12, 5, 13, 19, 18, 7, 3, 17, 9, 24, 6, 2]","[77, 94, 44, 40, 50, 23, 21, 97, 63, 6, 82, 43]"
912.0,"[12, 5, 18, 13, 24, 7, 19, 3, 17, 9, 6]","[75, 92, 53, 43, 6, 24, 38, 20, 98, 65, 81]"
913.0,"[5, 18, 12, 13, 19, 7, 3, 17]","[95, 52, 77, 41, 36, 26, 22, 99]"
914.0,"[12, 5, 13, 24, 18, 6, 19, 7, 3, 17]","[75, 96, 44, 5, 51, 83, 38, 24, 20, 97]"
915.0,"[5, 12, 13, 19, 24, 18, 7, 3, 6, 17, 9, 2, 4, 20]","[96, 75, 42, 40, 7, 53, 23, 21, 83, 99, 64, 44, 78, 11]"
916.0,"[12, 5, 18, 7, 13, 19, 3, 24, 17, 6]","[76, 92, 51, 25, 43, 39, 19, 8, 100, 80]"
917.0,"[5, 12, 13, 24, 19]","[93, 74, 41, 9, 39]"
918.0,"[5, 18, 7, 12, 13, 19, 24, 6, 3, 17, 9, 2, 4, 20, 21, 8, 1]","[94, 53, 26, 76, 42, 37, 6, 82, 21, 100, 65, 46, 76, 14, 43, 12, 78]"
919.0,"[12, 5, 13, 19, 18, 7, 24, 3, 17, 6, 9, 2, 4, 21, 20]","[76, 92, 41, 39, 53, 26, 5, 18, 98, 83, 64, 43, 75, 42, 13]"
920.0,"[12, 13, 5, 18, 19, 24, 7, 6, 3, 17, 9, 2, 4, 21, 20, 8]","[74, 44, 92, 52, 38, 6, 23, 82, 19, 96, 64, 46, 75, 44, 10, 15]"
921.0,"[5, 12, 13, 18, 7, 24, 19, 3, 17, 6, 9, 2, 4, 21, 20, 1, 14, 8, 16, 10]","[94, 75, 44, 53, 26, 6, 37, 18, 98, 84, 63, 47, 76, 43, 14, 79, 59, 16, 84, 20]"
922.0,"[12, 5, 18, 13, 7, 24, 19, 6, 3, 17, 9, 2]","[76, 92, 49, 41, 26, 6, 36, 81, 21, 100, 61, 45]"
923.0,"[12, 13, 5, 19, 18, 24, 7, 6]","[77, 42, 94, 37, 51, 7, 27, 84]"
924.0,"[12, 13, 24, 5, 19, 18, 7, 6, 3, 17, 9]","[77, 43, 5, 94, 39, 52, 24, 80, 20, 96, 62]"
925.0,"[12, 13, 24, 5, 19]","[77, 44, 8, 94, 37]"
926.0,"[5, 12, 13, 19, 24, 18, 6, 7, 3, 17, 9]","[95, 78, 45, 37, 7, 49, 83, 24, 20, 98, 64]"
927.0,"[12, 13, 5, 18, 7, 24, 6, 19, 3, 17, 9, 2, 4, 20, 21, 1, 8, 16]","[74, 44, 92, 50, 23, 5, 84, 39, 18, 97, 65, 43, 74, 11, 45, 79, 14, 84]"
928.0,"[5, 18, 7, 12, 13, 19, 3, 17, 24, 9, 6, 2]","[92, 51, 24, 77, 42, 39, 18, 100, 5, 64, 84, 43]"
929.0,"[5, 18, 7, 12, 13, 19, 24, 6, 3, 17, 9]","[93, 50, 26, 76, 42, 40, 9, 84, 18, 97, 64]"
930.0,"[5, 12, 13, 24, 19, 18, 7]","[94, 75, 42, 9, 37, 52, 26]"
931.0,"[5, 18, 12, 7, 13, 24, 6, 19, 3, 17, 9, 2, 4, 20]","[95, 51, 78, 23, 44, 5, 80, 37, 19, 97, 61, 46, 78, 12]"
932.0,"[12, 13, 5, 19, 18, 7, 3, 24]","[76, 43, 92, 40, 50, 25, 20, 8]"
933.0,"[5, 12, 18, 7, 13, 19, 24, 3, 6, 17, 9, 2, 4, 20]","[96, 75, 52, 25, 44, 39, 5, 18, 84, 96, 63, 44, 74, 14]"
934.0,"[12, 5, 13, 24, 19, 18]","[76, 95, 45, 5, 38, 51]"
935.0,"[12, 13, 5, 18, 19, 24, 6, 7, 3, 17, 9, 2, 4, 21, 8, 20, 1]","[78, 45, 92, 49, 37, 9, 80, 27, 22, 96, 65, 47, 75, 42, 13, 12, 79]"
936.0,"[5, 18, 12, 7, 13, 19]","[93, 53, 78, 27, 41, 36]"
937.0,"[5, 12, 18, 13, 19, 7, 24, 3]","[94, 78, 49, 42, 38, 24, 7, 18]"
938.0,"[5, 18, 12, 13, 7, 19, 24, 6, 3, 17, 9, 2, 4, 20, 1]","[96, 49, 78, 45, 27, 39, 9, 80, 18, 98, 64, 47, 77, 13, 81]"
939.0,"[12, 5, 13, 24, 19]","[78, 95, 41, 7, 39]"
940.0,"[12, 5, 13, 18, 7, 19, 24, 6, 3, 17, 9, 2]","[78, 94, 42, 53, 24, 36, 5, 84, 22, 97, 65, 46]"
941.0,"[5, 18, 12, 7, 13, 19, 3, 17, 9, 24, 6, 2, 4, 20, 1, 14]","[95, 50, 78, 23, 41, 36, 19, 99, 64, 6, 81, 46, 74, 11, 80, 60]"
942.0,"[12, 5, 13, 24, 19, 18, 7, 3, 6]","[74, 95, 43, 8, 38, 53, 25, 18, 80]"
943.0,"[12, 13, 5, 24, 18, 6, 19, 7, 3]","[77, 45, 94, 7, 53, 84, 40, 27, 22]"
944.0,"[5, 18, 12, 13, 7, 19, 3, 24, 17, 9, 6, 2, 4, 20, 21, 1, 8, 14, 16, 23]","[92, 49, 76, 45, 26, 37, 21, 6, 96, 61, 84, 46, 76, 12, 46, 78, 15, 59, 87, 66]"
945.0,"[12, 5, 18, 13, 19, 7, 24, 6, 3, 17, 9, 2, 4, 21]","[75, 96, 53, 42, 39, 27, 8, 80, 18, 99, 63, 45, 77, 43]"
946.0,"[5, 18, 12, 7, 13, 19, 3, 17, 24, 9, 6, 2, 4, 21, 20, 8, 1]","[94, 52, 78, 25, 45, 40, 18, 97, 6, 61, 84, 46, 78, 43, 12, 12, 80]"
947.0,"[12, 13, 5, 19, 24, 18, 6]","[78, 41, 95, 36, 7, 53, 82]"
948.0,"[12, 5, 13, 24, 18, 7, 6, 19, 3, 17, 9, 2, 4, 20]","[74, 94, 41, 8, 49, 23, 81, 38, 21, 96, 64, 44, 74, 12]"
949.0,"[5, 12, 13, 24, 19, 18, 6, 7, 3, 17, 9, 2, 4, 20, 1, 14, 21, 8, 16, 23]","[96, 74, 41, 6, 37, 49, 84, 27, 22, 100, 65, 45, 78, 12, 80, 59, 42, 13, 84, 66]"
950.0,"[5, 18, 12, 13, 7, 24]","[92, 53, 76, 45, 27, 5]"
951.0,"[5, 18, 12, 7, 13, 19, 24, 3, 6, 17, 9, 2, 4, 20, 1, 14, 21, 8]","[92, 49, 76, 25, 41, 38, 7, 21, 84, 97, 61, 45, 78, 13, 78, 59, 44, 13]"
952.0,"[12, 5, 18, 7, 13, 24, 6, 19, 3, 17, 9, 2, 4, 20, 1, 21]","[78, 93, 50, 24, 41, 8, 81, 38, 18, 100, 62, 46, 75, 14, 82, 43]"
953.0,"[12, 13, 5, 24, 19, 18]","[74, 43, 93, 5, 37, 50]"
954.0,"[12, 13, 5, 24, 19]","[75, 42, 95, 5, 39]"
955.0,"[5, 18, 12, 7, 13, 24, 19, 6, 3, 17, 9, 2, 4, 20, 21, 1, 8, 14, 16]","[92, 49, 75, 26, 42, 6, 40, 81, 22, 97, 64, 46, 75, 12, 43, 80, 13, 58, 85]"
956.0,"[5, 18, 12, 13, 19, 7, 3, 24, 6, 17, 9, 2, 4, 21]","[94, 50, 78, 44, 38, 26, 19, 6, 84, 98, 64, 47, 78, 44]"
957.0,"[5, 12, 13, 18, 19, 7, 3, 24, 17, 6, 9, 2, 4, 21, 20, 8, 1, 14, 16]","[95, 74, 44, 50, 39, 26, 22, 9, 96, 83, 64, 47, 78, 43, 14, 14, 82, 58, 87]"
958.0,"[5, 12, 13, 18, 19, 7, 24, 3, 17, 9, 6, 2, 4, 20, 21, 8]","[96, 75, 44, 50, 38, 24, 5, 22, 96, 62, 81, 47, 75, 13, 46, 14]"
959.0,"[5, 18, 7, 12, 13]","[95, 51, 27, 77, 42]"
960.0,"[5, 18, 7, 12, 13, 24, 19, 3, 17, 9, 6, 2, 4, 21, 8, 20]","[96, 50, 27, 75, 42, 7, 40, 21, 100, 64, 83, 44, 76, 45, 12, 10]"
961.0,"[12, 13, 5, 24, 19, 18, 6]","[74, 41, 92, 8, 40, 50, 82]"
962.0,"[12, 13, 5, 18, 7, 24, 6, 19, 3, 17]","[74, 44, 95, 49, 24, 9, 82, 39, 18, 96]"
963.0,"[5, 12, 18, 7, 13, 19, 3, 24, 6, 17, 9, 2, 4, 20, 1, 21, 8, 14, 23]","[96, 78, 49, 26, 44, 40, 22, 6, 81, 96, 63, 44, 75, 12, 78, 43, 13, 57, 69]"
964.0,"[12, 13, 24, 5, 19, 18, 6, 7, 3, 17, 9]","[74, 45, 8, 94, 38, 49, 83, 24, 19, 98, 62]"
965.0,"[5, 18, 7, 12, 13, 19, 24, 6, 3]","[96, 53, 23, 74, 45, 39, 5, 81, 18]"
966.0,"[12, 13, 24, 5, 18, 7]","[74, 43, 7, 94, 51, 25]"
967.0,"[5, 18, 7, 12, 13, 24]","[92, 49, 23, 76, 42, 8]"
968.0,"[12, 5, 18, 13, 19, 24, 6, 7, 3, 17]","[77, 92, 52, 43, 40, 7, 84, 23, 20, 99]"
969.0,"[12, 5, 18, 7, 13, 24, 19, 3, 6, 17, 9, 2, 4, 21, 8]","[74, 93, 50, 23, 43, 7, 40, 18, 81, 99, 63, 45, 77, 45, 13]"
970.0,"[5, 18, 7, 12, 13, 24, 19, 3, 17, 9, 6]","[94, 53, 27, 78, 43, 8, 39, 22, 97, 61, 82]"
971.0,"[5, 12, 13, 19, 18, 7, 24, 6, 3, 17, 9, 2, 4, 21, 8, 20, 1]","[92, 75, 41, 39, 51, 23, 6, 83, 20, 100, 61, 45, 75, 44, 16, 12, 79]"
972.0,"[12, 13, 24, 5, 19, 18, 6, 7, 3, 17]","[74, 44, 8, 96, 36, 51, 83, 26, 20, 99]"
973.0,"[5, 18, 7, 12, 13, 24, 19, 3, 17, 9, 6, 2, 4, 20, 1, 21, 8]","[96, 50, 27, 75, 42, 5, 38, 22, 99, 65, 82, 43, 77, 10, 79, 42, 12]"
974.0,"[12, 5, 18, 7, 13, 24, 6, 19, 3, 17, 9, 2, 4, 20, 1, 21]","[74, 92, 52, 23, 43, 6, 80, 38, 22, 96, 62, 45, 78, 13, 79, 43]"
975.0,"[5, 18, 7, 12, 13, 19, 24, 3, 17, 9, 6]","[95, 51, 25, 75, 42, 40, 9, 20, 96, 63, 84]"
976.0,"[12, 13, 5, 18, 19, 24, 7, 6, 3, 17, 9]","[74, 41, 93, 49, 40, 7, 24, 82, 22, 100, 63]"
977.0,"[5, 12, 13, 19, 18, 7, 24]","[94, 77, 45, 38, 50, 26, 9]"
978.0,"[5, 12, 18, 13, 24, 19, 6, 7, 3, 17, 9, 2, 4, 21, 8, 20, 1, 16, 10, 23]","[93, 75, 53, 44, 6, 39, 81, 26, 18, 100, 63, 43, 77, 42, 13, 13, 82, 85, 23, 69]"
979.0,"[12, 5, 18, 7, 13]","[75, 96, 49, 26, 41]"
980.0,"[5, 12, 13, 19, 18, 24, 6, 7, 3, 17, 9, 2, 4, 20, 21, 1, 8, 23]","[93, 75, 41, 38, 50, 5, 83, 24, 20, 100, 61, 46, 76, 14, 44, 79, 14, 65]"
981.0,"[12, 5, 18, 7, 13, 19, 3, 17, 24, 6, 9, 2, 4, 20, 21, 8, 1, 16, 10]","[77, 93, 50, 25, 45, 36, 18, 98, 8, 84, 64, 47, 76, 14, 43, 12, 81, 87, 23]"
982.0,"[5, 18, 12, 7, 13, 24, 6]","[94, 50, 76, 27, 45, 8, 82]"
983.0,"[12, 13, 5, 24, 19, 18, 6, 7, 3, 17, 9, 2, 4, 20, 1, 14]","[76, 42, 96, 6, 39, 51, 80, 25, 22, 100, 65, 46, 74, 13, 81, 57]"
984.0,"[5, 18, 7, 12, 13, 19, 24, 6, 3, 17]","[95, 53, 27, 74, 42, 40, 9, 80, 22, 98]"
985.0,"[12, 5, 18, 7, 13, 24, 6, 19, 3, 17, 9, 2, 4, 21, 8]","[77, 94, 50, 27, 43, 5, 83, 37, 21, 99, 65, 47, 76, 46, 12]"
986.0,"[5, 18, 12, 13, 7, 24, 6]","[92, 49, 78, 45, 24, 5, 80]"
987.0,"[5, 12, 13, 18, 19, 24, 7, 6, 3, 17, 9, 2, 4, 20, 21, 1, 14]","[95, 77, 44, 52, 38, 5, 24, 84, 21, 100, 64, 44, 75, 14, 45, 81, 60]"
988.0,"[12, 13, 5, 18, 7, 24, 6, 19, 3, 17, 9, 2, 4, 20, 21, 8]","[78, 44, 95, 52, 23, 8, 83, 37, 20, 99, 61, 47, 78, 14, 44, 16]"
989.0,"[5, 18, 7, 12, 13, 24, 6, 19, 3, 17, 9, 2, 4, 21, 8, 20, 1, 23, 14]","[94, 53, 26, 74, 41, 7, 83, 40, 19, 98, 61, 45, 74, 43, 14, 11, 80, 65, 57]"
990.0,"[12, 13, 5, 19, 24, 18, 6]","[76, 45, 95, 38, 6, 53, 81]"
991.0,"[12, 5, 18, 7, 13, 19, 3, 17, 9, 24, 6, 2, 4, 20, 1, 14, 21, 8, 23, 11]","[75, 93, 53, 23, 42, 36, 22, 98, 64, 9, 81, 43, 75, 12, 82, 60, 43, 16, 67, 33]"
992.0,"[12, 5, 13, 18, 7, 19, 3, 24, 6, 17, 9, 2, 4, 20]","[77, 93, 44, 50, 23, 38, 19, 5, 81, 97, 65, 43, 74, 14]"
993.0,"[12, 13, 24, 5, 18, 7, 6, 19, 3, 17, 9, 2, 4, 21, 8]","[77, 42, 7, 95, 51, 23, 84, 39, 20, 100, 61, 47, 76, 46, 14]"
994.0,"[12, 5, 13, 24, 18, 19, 6, 7, 3, 17, 9, 2, 4, 20, 21, 1, 14]","[76, 96, 43, 9, 49, 37, 83, 23, 19, 96, 63, 43, 76, 11, 43, 82, 58]"
995.0,"[12, 5, 18, 13, 24, 6, 7, 19, 3, 17, 9, 2]","[75, 95, 49, 44, 5, 83, 27, 39, 22, 96, 61, 45]"
996.0,"[12, 13, 24, 5, 19, 18, 7]","[76, 41, 7, 95, 39, 52, 26]"
997.0,"[12, 13, 5, 24, 18, 7, 19, 6, 3, 17, 9, 2, 4, 21, 8, 20, 1, 23, 16]","[76, 41, 92, 6, 53, 24, 38, 82, 19, 97, 61, 47, 74, 42, 12, 10, 81, 65, 86]"
998.0,"[12, 5, 18, 7, 13, 24, 6, 19, 3, 17, 9, 2, 4, 20, 1, 21, 8, 23, 16]","[74, 96, 53, 25, 42, 9, 81, 38, 22, 97, 61, 43, 76, 12, 78, 45, 16, 68, 85]"
999.0,"[5, 18, 12, 13, 7, 24, 6, 19]","[93, 50, 74, 41, 27, 5, 80, 40]"
